"","raceE1","genderE1","turnoutE1","voteTE1","race","turnout","gender","weightx"
"3000","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3001","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3002","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"3003","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3004","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"3005","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3006","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"3007","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3008","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3009","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"3010","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3011","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3012","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3013","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3014","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3015","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3016","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3017","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3018","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"3019","Other minority","Male","Voted","Democrats","Non-white","Voter","Male",1
"3020","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3021","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3022","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"3023","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3024","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3025","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3026","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3027","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3028","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3029","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3030","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"3031","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3032","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"3033","MAR","Female","Voted",NA,"Non-white","Voter","Female",1
"3034","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3035","Other minority","Male","Voted","Democrats","Non-white","Voter","Male",1
"3036","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3037","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3038","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3039","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3040","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3041","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3042","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3043","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3044","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3045","Other minority","Female","Voted","Democrats","Non-white","Voter","Female",1
"3046","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"3047","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3048","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3049","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3050","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3051","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3052","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3053","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3054","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"3055","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3056","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3057","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3058","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3059","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3060","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3061","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"3062","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3063","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3064","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"3065","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3066","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3067","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3068","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3069","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3070","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"3071","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3072","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3073","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"3074","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3075","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3076","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3077","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3078","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3079","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3080","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3081","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3082","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3083","Other minority","Female","Voted","Democrats","Non-white","Voter","Female",1
"3084","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3085","Other minority","Male","Voted","Democrats","Non-white","Voter","Male",1
"3086","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3087","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3088","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3089","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3090","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3091","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3092","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3093","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"3094","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3095","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3096","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3097","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"3098","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3099","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3100","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3101","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3102","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3103","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3104","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3105","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3106","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3107","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"3108","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3109","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3110","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"3111","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"3112","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3113","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"3114","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3115","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"3116","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3117","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3118","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3119","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3120","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3121","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3122","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"3123","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3124","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"3125","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3126","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3127","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"3128","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3129","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3130","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3131","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"3132","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3133","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3134","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3135","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"3136","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"3137","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3138","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3139","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3140","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3141","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3142","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3143","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3144","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3145","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3146","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3147","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3148","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3149","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3150","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3151","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"3152","Other minority","Male","Voted","Democrats","Non-white","Voter","Male",1
"3153","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3154","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3155","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3156","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3157","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3158","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3159","Other minority","Male","Voted","Republicans","Non-white","Voter","Male",1
"3160","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"3161","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"3162","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"3163","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
